University Name,City,State,Bachelors,Masters,DNP,Post-Grad
Northwest University,Kirkland,WA,1,1,0,0
Northwestern College,Orange City,IA,1,0,0,0
Northwestern Oklahoma State University,Alva,OK,0,0,1,0
Northwestern State University of Louisiana,Shreveport,LA,1,1,1,1
Norwich University,Northfield,VT,1,1,0,1
Notre Dame College,South Euclid,OH,1,1,0,0
Notre Dame of Maryland University,Baltimore,MD,1,1,0,0
Nova Southeastern University,Fort Lauderdale,FL,1,1,1,1
Nyack College,Nyack,NY,1,0,0,0
NYU Langone Orthopedic Hospital,New York,NY,0,0,0,0
Oak Point University,Chicago,IL,1,1,1,0
Oakland University,Rochester,MI,1,1,1,1
Ohio Northern University,Ada,OH,1,0,0,0
"Ohio State University, The",Columbus,OH,1,1,1,1
Ohio University,Athens,OH,1,1,1,1
Oklahoma Baptist University,Shawnee,OK,1,0,0,0
Oklahoma Christian University,Edmond,OK,1,0,0,0
Oklahoma City VA Health Care System,Oklahoma City,OK,0,0,0,0
Oklahoma State University,Stillwater,OK,1,0,0,0
Oklahoma Wesleyan University,Bartlesville,OK,1,1,0,0
Old Dominion University,Virginia Beach,VA,1,1,1,0
Olivet College,Olivet,MI,1,0,0,0
Olivet Nazarene University,Bourbonnais,IL,1,1,0,1
Olympic College,Bremerton,WA,1,0,0,0
Oral Roberts University,Tulsa,OK,1,1,1,0
Oregon Health & Science University,Portland,OR,1,1,1,0
Ottawa University,Overland Park,KS,1,1,0,0
Otterbein University,Westerville,OH,1,1,1,1
Pace University,Pleasantville,NY,1,1,1,1
Pacific College,Costa Mesa,CA,1,1,0,1
Pacific Lutheran University,Tacoma,WA,1,1,1,1
Palm Beach Atlantic University,West Palm Beach,FL,1,1,1,0
Park University,Parkville,MO,1,0,0,0
Pasco-Hernando State College,New Port Richey,FL,1,0,0,0
Patty Hanks Shelton School of Nursing,Abilene,TX,1,1,0,0
Penn Medicine,Philadelphia,PA,0,0,0,0
Penn State Health Milton S. Hershey Medical Center,Lancaster,PA,1,1,0,1
"Pennsylvania State University, The",University Park,PA,1,1,1,1
Pennsylvania Western University,California,PA,1,1,1,0
Pensacola Christian College,Pensacola,FL,1,1,0,0
Pensacola State College,Pensacola,FL,1,0,0,0
Pfeiffer University,Misenheimer,NC,1,0,0,0
Pikes Peak State College,Colorado Springs,CO,1,0,0,0
Pima Medical Institute,Tucson,AZ,1,0,0,0
Pittsburg State University,Pittsburg,KS,1,1,1,0
Plattsburgh State University of New York,Plattsburgh,NY,1,0,0,0
Plymouth State University,Plymouth,NH,1,0,0,0
Point Loma Nazarene University,San Diego,CA,1,1,1,1
Ponce Health Sciences University,Ponce,PR,1,0,0,0
Post University,Waterbury,CT,1,1,0,0
Prairie View A&M University,Houston,TX,1,1,1,1
Presentation College,Aberdeen,SD,1,1,0,0
Providence Veterans Affairs Medical Center,Providence,RI,0,0,0,0
Provo College,Provo,UT,1,0,0,0
Purdue University,West Lafayette,IN,1,1,1,1
Purdue University Global,West Lafayette,IN,1,1,1,1
Queens University of Charlotte,Charlotte,NC,1,1,0,0
Quinnipiac University,Hamden,CT,1,1,1,0
Radford University,Radford,VA,1,1,1,1
Ralph H. Johnson Veterans Administration Medical Center,Charleston,SC,0,0,0,0
Randolph-Macon College,Ashland,VA,1,0,0,0
Rasmussen University,Bloomington,MN,1,1,0,0
Regent University,Virginia Beach,VA,1,1,0,0
Regis University,Denver,CO,1,1,1,1
Reinhardt University,Waleska,GA,1,0,0,0
Research College of Nursing,Kansas City,MO,1,1,0,0
Rhode Island College,Providence,RI,1,1,1,0
Rider University,Lawrenceville,NJ,1,1,0,1
Riley Hospital for Children at Indiana University Health,Indianapolis,IN,0,0,0,0
Robert Morris University,Moon Township,PA,1,1,1,1
Roberts Wesleyan University,Rochester,NY,1,1,0,0
Rochester University,Rochester Hills,MI,1,0,0,0
Rockhurst University,Kansas City,MO,1,1,0,1
Rocky Mountain University of Health Professions,Provo,UT,0,0,1,1
Roosevelt University,Chicago,IL,1,0,0,0
Roseman University of Health Sciences,Henderson,NV,1,1,0,0
Rowan University,Sewell,NJ,1,1,0,0
Rush University,Chicago,IL,0,1,1,1
Russell Sage College,Troy,NY,1,1,0,1
"Rutgers, The State University of New Jersey-Camden",Camden,NJ,1,1,1,0
"Rutgers, The State University of New Jersey-Newark",Newark,NJ,1,1,1,1
Sacred Heart University,Fairfield,CT,1,1,1,0
Saginaw Valley State University,University Center,MI,1,1,1,1
Saint Anselm College,Manchester,NH,1,0,0,0
Saint Anthony College of Nursing,Rockford,IL,1,1,1,1
Saint Francis Medical Center College of Nursing,Peoria,IL,1,1,1,1
Saint Francis University,Loretto,PA,1,1,0,0
Saint Joseph's College of Maine,Standish,ME,1,1,0,1
Saint Louis University,Saint Louis,MO,1,1,1,1
Saint Martin's University,Lacey,WA,1,0,0,0
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,1,1,0,1
Saint Mary's College-Indiana,Notre Dame,IN,1,0,1,0
Saint Mary's University of Minnesota,Minneapolis,MN,1,0,0,0
Saint Peter's University,Jersey City,NJ,1,1,1,1
Saint Xavier University,Chicago,IL,1,1,0,0
Salem State University,Salem,MA,1,1,0,0
Salisbury University,Salisbury,MD,1,1,1,1
Salve Regina University,Newport,RI,1,1,1,0
Sam Houston State University,The Woodlands,TX,1,0,0,0
Samford University,Birmingham,AL,1,1,1,1
Samuel Merritt University,Oakland,CA,1,1,1,1
San Diego State University,San Diego,CA,1,1,0,0
San Francisco State University,San Francisco,CA,1,1,0,0
San Jose State University,San Jose,CA,1,1,1,0
San Juan Bautista School of Medicine,Caguas,PR,1,0,0,0
Santa Fe College,Gainesville,FL,1,0,0,0
Schreiner University,Kerrville,TX,1,0,0,0
Seattle Pacific University,Seattle,WA,1,0,1,0
Seattle University,Seattle,WA,1,0,1,1
Sentara College of Health Sciences,Chesapeake,VA,1,1,0,0
Seton Hall University,Nutley,NJ,1,1,1,1
Seton Hill University,Greensburg,PA,1,0,0,0
Shenandoah University,Winchester,VA,1,1,1,1
Shepherd University,Shepherdstown,WV,1,0,1,1
Shorter University,Rome,GA,1,0,0,0
Siena College,Loudonville,NY,1,0,0,0
Siena Heights University,Adrian,MI,1,1,0,0
Simmons University,Boston,MA,1,1,1,0
Simpson University,Redding,CA,1,0,0,0
Slippery Rock University,Slippery Rock,PA,1,0,0,0
Sonoma State University,Rohnert Park,CA,1,1,0,1
South College,Knoxville,TN,1,1,1,1
South Dakota State University,Brookings,SD,1,1,1,1
South University,Savannah,GA,1,1,1,0
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,1,0,0,0
Southeast Missouri State University,Cape Girardeau,MO,1,1,0,0
Southeastern Louisiana University,Hammond,LA,1,0,1,0
Southeastern Louisiana University,Hammond,LA,0,0,0,0
Southeastern University,Lakeland,FL,1,0,0,0
Southern California CSU DNP Consortium,Fullerton,CA,0,0,1,0
Southern Connecticut State University,New Haven,CT,1,1,0,1
Southern Illinois University Carbondale,Carbondale,IL,1,0,0,0
Southern Illinois University Edwardsville,Edwardsville,IL,1,1,1,0
Southern Nazarene University,Bethany,OK,1,0,0,0
Southern New Hampshire University,Manchester,NH,1,1,0,0
Southern University and A&M College,Baton Rouge,LA,1,1,1,0
Southern Utah University,Cedar City,UT,1,0,0,0
Southwest Minnesota State University,Marshall,MN,1,0,0,0
Southwest University at El Paso,El Paso,TX,1,0,0,0
Southwestern Adventist University,Keene,TX,1,0,0,0
Spalding University,Louisville,KY,1,1,0,0
Spring Arbor University,Spring Arbor,MI,1,1,1,1
Spring Hill College,Mobile,AL,1,0,0,0
St. Ambrose University,Davenport,IA,1,0,0,0
St. Bonaventure University,St. Bonaventure,NY,1,0,0,0
St. Cloud State University,St. Cloud,MN,1,0,0,0
St. Francis College,Brooklyn Heights,NY,1,0,0,0
St. John Fisher College,Rochester,NY,1,1,1,1
St. John's University,Collegeville,MN,0,0,0,0
St. Luke's College-UnityPoint Health,Sioux City,IA,1,0,0,0
St. Olaf College,Northfield,MN,1,0,0,0
St. Petersburg College,Pinellas Park,FL,1,0,0,0
St. Thomas University,Miami Gardens,FL,1,1,0,0
Stanbridge University,Irvine,CA,1,0,0,0
State University of New York at Delhi,Delhi,NY,0,1,0,0
State University of New York Brockport,Brockport,NY,1,1,0,1
State University of New York Downstate Health Sciences University,Brooklyn,NY,1,1,1,1
State University of New York Empire State College,Saratoga Springs,NY,1,1,0,0
State University of New York Polytechnic Institute,Utica,NY,1,1,0,0
State University of New York Upstate Medical University,Syracuse,NY,1,1,1,1
Stevenson University,Owings Mills,MD,1,1,0,0
Stockton University,Galloway,NJ,1,1,1,1
Stony Brook University,Stony Brook,NY,1,1,1,1
Stony Brook University Medical Center,Stony Brook,NY,0,0,0,0
Sul Ross State University Rio Grande College,Alpine,TX,1,0,0,0
Sumner College,Portland,OR,1,0,0,0
Tarleton State University,Stephenville,TX,1,1,0,0
Temple University,Philadelphia,PA,1,0,1,0
Tennessee Technological University,Cookeville,TN,1,1,1,0
Tennessee Wesleyan University,Knoxville,TN,1,0,0,0
Texas A&M University Health Science Center,Bryan,TX,1,1,0,0
Texas A&M University-Central Texas,Killeen,TX,1,0,0,0
Texas A&M University-Commerce,Commerce,TX,1,1,0,0
Texas A&M University-Corpus Christi,Corpus Christi,TX,1,1,1,1
Texas A&M University-Texarkana,Texarkana,TX,1,1,0,0
Texas Christian University,Fort Worth,TX,1,1,1,1
Texas Lutheran University,Seguin,TX,1,0,0,0
Texas State University,Round Rock,TX,1,1,0,0
Texas Tech University Health Sciences Center,Lubbock,TX,1,1,1,1
Texas Tech University Health Sciences Center-El Paso,El Paso,TX,1,1,0,0
Texas Wesleyan University,Fort Worth,TX,0,1,1,1
Texas Woman's University,Denton,TX,1,1,1,0
Thomas Edison State University,Trenton,NJ,1,1,1,0
Thomas Jefferson University,Philadelphia,PA,1,1,1,1
Thomas Jefferson University Hospitals,Philadelphia,PA,0,0,0,0
Toccoa Falls College,Toccoa Falls,GA,1,0,0,0
Touro College,Brooklyn,NY,1,0,0,0
Touro University California,Vallejo,CA,0,1,1,1
Touro University Nevada,Henderson,NV,1,1,1,1
Towson University,Towson,MD,1,1,0,0
Trevecca Nazarene University,Nashville,TN,0,0,0,0
Trine University,Angola,IN,1,0,0,0
Trinidad State College,Trinidad,CO,1,0,0,0
Trinity Christian College,Palos Heights,IL,1,0,0,0
Trinity College of Nursing and Health Sciences,Rock Island,IL,1,1,0,0
Trinity Washington University,Washington,DC,1,0,0,0
Truett McConnell University,Cleveland,GA,1,0,0,0
Truman State University,Kirksville,MO,1,0,0,0
Tusculum University,Greeneville,TN,1,0,0,0
UCHealth,Aurora,CO,0,0,0,0
UK HealthCare,Lexington,KY,0,0,0,0
UNC Charlotte/WCU Dual DNP Program,Charlotte,NC,0,0,1,0
Uniformed Services University of the Health Sciences,Bethesda,MD,0,1,1,0
Union College-Kentucky,Barbourville,KY,1,0,0,0
Union College-Nebraska,Lincoln,NE,1,0,0,0
Union University,Jackson,TN,1,1,1,1
United States University,San Diego,CA,1,1,0,0
Unitek College,Fremont,CA,1,0,0,0
Universidad Adventista de las Antillas,Mayaguez,PR,1,1,0,0
Universidad Ana G. Mendez,Gurabo,PR,1,1,0,0
Universidad Central de Bayamon,Bayamon,PR,1,0,0,0
Universidad del Sagrado Corazon,San Juan,PR,1,0,0,0
Universidad Interamericana de Puerto Rico-Barranquitas,Barranquitas,PR,1,0,0,0
Universidad Interamericana de Puerto Rico-Bayamon,Bayamon,PR,1,0,0,0
Universidad Interamericana de Puerto Rico-Guayama,Guayama,PR,1,0,0,0
Universidad Interamericana de Puerto Rico-Ponce,Mercedita,PR,1,0,0,0
Universidad Interamericana de Puerto Rico-San German,San German,PR,1,0,0,0
"University at Buffalo, State University of New York",Buffalo,NY,1,0,1,1
"University of Akron, The",Akron,OH,1,1,1,1
University of Alabama at Birmingham,Birmingham,AL,1,1,1,1
"University of Alabama in Huntsville, The",Huntsville,AL,1,1,1,1
"University of Alabama, The",Tuscaloosa,AL,1,1,1,1
University of Alaska Anchorage,Anchorage,AK,0,0,1,0
University of Arizona Global Campus,Chandler,AZ,1,0,0,0
"University of Arizona, The",Tucson,AZ,1,1,1,1
University of Arkansas,Fayetteville,AR,1,1,1,0
University of Arkansas at Pine Bluff,Pine Bluff,AR,1,0,0,0
University of Arkansas for Medical Sciences,Little Rock,AR,1,1,1,1
University of Arkansas-Fort Smith,Fort Smith,AR,1,0,0,0
University of Bridgeport,Bridgeport,CT,1,1,0,0
"University of California, Davis",Sacramento,CA,0,1,0,0
"University of California, Irvine",Irvine,CA,1,1,1,0
"University of California, Los Angeles",Los Angeles,CA,1,1,1,0
"University of California, San Francisco",San Francisco,CA,0,1,1,1
University of Central Arkansas,Conway,AR,1,1,1,1
University of Central Florida,Orlando,FL,1,1,1,1
University of Central Missouri,Warrensburg,MO,1,1,0,0
University of Central Oklahoma,Edmond,OK,1,1,0,0
University of Cincinnati,Cincinnati,OH,1,1,1,1
University of Colorado,Aurora,CO,1,1,1,1
University of Colorado at Colorado Springs,Colorado Springs,CO,1,1,1,1
University of Connecticut,Storrs,CT,1,1,1,1
University of Delaware,Newark,DE,1,1,1,1
University of Detroit Mercy,Detroit,MI,1,1,1,1
University of Dubuque,Dubuque,IA,1,0,0,0
"University of Findlay, The",Findlay,OH,1,0,0,0
University of Florida,Gainesville,FL,1,0,1,1
University of Hartford,West Hartford,CT,1,1,0,0
University of Hawaii at Hilo,Hilo,HI,0,0,1,0
University of Hawaii at Manoa,Honolulu,HI,1,1,1,0
University of Houston,Sugar Land,TX,1,1,0,0
University of Houston-Downtown,Houston,TX,1,0,0,0
University of Houston-Victoria,Victoria,TX,1,0,0,0
University of Illinois at Chicago,Chicago,IL,1,1,1,1
University of Indianapolis,Indianapolis,IN,1,1,1,1
University of Iowa Hospitals and Clinics,Iowa City,IA,0,0,0,0
"University of Iowa, The",Iowa City,IA,1,1,1,1
University of Jamestown,Jamestown,ND,1,0,0,0
University of Kansas,Kansas City,KS,1,1,1,0
"University of Kansas Health System, Kansas City Division, The",Kansas City,KS,0,0,0,0
University of Kentucky,Lexington,KY,1,1,1,1
University of Louisiana at Lafayette,Lafayette,LA,1,0,1,0
University of Louisiana at Lafayette,Lafayette,LA,0,0,0,0
"University of Louisiana at Monroe, The",Monroe,LA,1,1,0,0
University of Louisville,Louisville,KY,1,1,1,1
University of Louisville Hospital,Louisville,KY,0,0,0,0
University of Lynchburg,Lynchburg,VA,1,0,0,0
University of Maine,Orono,ME,1,1,0,1
University of Maine at Fort Kent,Fort Kent,ME,1,0,0,0
University of Mary,Bismarck,ND,1,1,1,0
University of Mary Hardin-Baylor,Belton,TX,1,1,0,1
University of Mary Washington,Fredericksburg,VA,1,0,0,0
University of Maryland,Baltimore,MD,1,1,1,1
University of Maryland Global Campus,Adelphi,MD,1,0,0,0
University of Massachusetts Amherst,Amherst,MA,1,1,1,1
University of Massachusetts Boston,Boston,MA,1,1,1,1
University of Massachusetts Dartmouth,North Dartmouth,MA,1,1,1,0
University of Massachusetts Global,Irvine,CA,1,0,1,0
University of Massachusetts Lowell,Lowell,MA,1,1,1,0
University of Massachusetts Medical School,Worcester,MA,0,1,1,1
University of Memphis,Memphis,TN,1,1,0,1
University of Miami,Coral Gables,FL,1,1,1,1
University of Michigan - Ann Arbor,Ann Arbor,MI,1,1,1,1
University of Michigan - Flint,Flint,MI,1,1,1,1
University of Minnesota,Minneapolis,MN,1,1,1,1
University of Mississippi Medical Center,Jackson,MS,1,1,1,1
University of Missouri - Columbia,Columbia,MO,1,1,1,1
University of Missouri - Kansas City,Kansas City,MO,1,1,1,1
University of Missouri - St. Louis,St. Louis,MO,1,0,1,1
University of Mobile,Mobile,AL,1,1,1,1
University of Mount Olive,Mount Olive,NC,1,1,0,0
University of Mount Union,Alliance,OH,1,0,0,0
University of Nebraska Medical Center,Omaha,NE,1,1,1,1
"University of Nevada, Las Vegas",Las Vegas,NV,1,1,1,1
"University of Nevada, Reno",Reno,NV,1,1,1,1
University of New Hampshire,Durham,NH,1,1,1,1
University of New Mexico,Albuquerque,NM,1,1,1,1
University of North Alabama,Florence,AL,1,1,0,1
University of North Carolina at Chapel Hill,Chapel Hill,NC,1,1,1,1
"University of North Carolina at Charlotte, The",Charlotte,NC,1,1,0,1
"University of North Carolina at Charlotte, The",Charlotte,NC,0,0,0,0
University of North Carolina at Greensboro,Greensboro,NC,1,1,1,0
University of North Carolina at Pembroke,Pembroke,NC,1,1,0,0
University of North Carolina at Wilmington,Wilmington,NC,1,1,1,1
University of North Dakota,Grand Forks,ND,1,1,1,1
University of North Florida,Jacksonville,FL,1,0,1,0
University of Northern Colorado,Greeley,CO,1,1,1,1
University of Northwestern - St. Paul,St. Paul,MN,1,0,0,0
"University of Oklahoma Health Sciences Center, The",Oklahoma City,OK,1,1,1,1
University of Pennsylvania,Philadelphia,PA,1,1,1,1
University of Phoenix,Phoenix,AZ,1,1,1,0
University of Pittsburgh,Pittsburgh,PA,1,1,1,1
University of Portland,Portland,OR,1,0,1,0
University of Providence,Great Falls,MT,1,1,0,0
University of Puerto Rico,San Juan,PR,1,1,0,0
University of Rhode Island,Kingston,RI,1,1,1,1
University of Rochester,Rochester,NY,1,1,1,0
University of Saint Francis,Fort Wayne,IN,1,1,1,1
University of Saint Joseph,West Hartford,CT,1,1,1,1
University of Saint Mary,Leavenworth,KS,1,1,0,0
University of San Diego,San Diego,CA,0,1,1,0
University of San Francisco,San Francisco,CA,1,1,1,1
University of Scranton,Scranton,PA,1,1,1,1
University of Sioux Falls,Sioux Falls,SD,1,0,0,0
University of South Alabama,Mobile,AL,1,1,1,1
University of South Carolina,Columbia,SC,1,1,1,1
University of South Carolina Aiken,Aiken,SC,1,0,0,0
University of South Carolina Beaufort,Bluffton,SC,1,0,0,0
University of South Carolina Upstate,Spartanburg,SC,1,1,0,0
"University of South Dakota, The",Sioux Falls,SD,1,0,0,0
University of South Florida,Tampa,FL,1,1,1,0
University of Southern California,Los Angeles,CA,0,1,0,0
University of Southern Indiana,Evansville,IN,1,1,1,1
University of Southern Maine,Portland,ME,1,1,1,1
"University of Southern Mississippi, The",Hattiesburg,MS,1,0,1,1
University of St. Augustine for Health Sciences,San Marcos,CA,0,1,1,1
University of St. Francis,Joliet,IL,1,1,1,1
University of St. Thomas - TX,Houston,TX,1,1,1,1
"University of Tampa, The",Tampa,FL,1,1,0,1
University of Tennessee at Chattanooga,Chattanooga,TN,1,1,1,1
"University of Tennessee Health Science Center, The",Memphis,TN,1,0,1,0
"University of Tennessee Southern, The",Pulaski,TN,1,0,0,0
"University of Tennessee, Knoxville",Knoxville,TN,1,0,1,1
University of Texas at Arlington,Arlington,TX,1,1,1,1
University of Texas at Austin,Austin,TX,1,1,1,1
University of Texas at El Paso,El Paso,TX,1,1,1,1
University of Texas at Tyler,Tyler,TX,1,1,1,1
"University of Texas Health Science Center at Houston, The",Houston,TX,1,1,1,1
University of Texas Health Science Center at San Antonio,San Antonio,TX,1,1,1,1
University of Texas Medical Branch at Galveston,Galveston,TX,1,1,1,0
University of Texas Medical Branch Health System,Galveston,TX,0,0,0,0
"University of Texas of the Permian Basin, The",Odessa,TX,1,0,0,0
University of Texas Rio Grande Valley,Edinburg,TX,1,1,0,1
University of the Cumberlands,Williamsburg,KY,1,1,0,0
University of the Incarnate Word,San Antonio,TX,1,1,1,1
University of Toledo,Toledo,OH,1,1,1,1
University of Toledo,Toledo,OH,0,0,0,0
University of Toledo Consortium,Toledo,OH,1,0,0,0
University of Utah,Salt Lake City,UT,1,1,1,1
"University of Vermont, The",Burlington,VT,1,1,1,1
University of Virginia,Charlottesville,VA,1,1,1,0
"University of Virginia's College at Wise, The",Wise,VA,1,0,0,0
University of Washington,Seattle,WA,1,1,1,1
University of West Florida,Pensacola,FL,1,1,0,0
University of West Georgia,Carrollton,GA,1,1,0,0
"University of Wisconsin, Eau Claire",Eau Claire,WI,1,1,1,0
"University of Wisconsin, Green Bay",Green Bay,WI,1,1,0,0
"University of Wisconsin, Madison",Madison,WI,1,0,1,1
"University of Wisconsin, Milwaukee",Milwaukee,WI,1,1,1,1
"University of Wisconsin, Oshkosh",Oshkosh,WI,1,1,1,0
"University of Wisconsin, Stevens Point",Stevens Point,WI,1,0,0,0
University of Wyoming,Laramie,WY,1,1,1,0
Upper Iowa University,Cedar Rapids,IA,1,0,0,0
Ursuline College,Pepper Pike,OH,1,1,1,1
Utica University,Utica,NY,1,1,0,1
UW Health,Madison,WI,0,0,0,0
VA Ann Arbor Healthcare System,Ann Arbor,MI,0,0,0,0
VA Boston Healthcare System,West Roxbury,MA,0,0,0,0
VA Connecticut Healthcare System,West Haven,CT,0,0,0,0
VA North Texas Health Care System,Dallas,TX,0,0,0,0
VA Northern California Health Care System,Mather,CA,0,0,0,0
VA Portland Health Care System,Portland,OR,0,0,0,0
VA Puget Sound Health Care System,Seattle,WA,0,0,0,0
VA Salt Lake City Health Care System,Salt Lake City,UT,0,0,0,0
Valdosta State University,Valdosta,GA,1,1,0,1
Valencia College,Orlando,FL,1,0,0,0
Valparaiso University,Valparaiso,IN,1,1,1,0
Vanderbilt University,Nashville,TN,0,1,1,1
Vanguard University of Southern California,Costa Mesa,CA,1,1,0,0
Villanova University,Villanova,PA,1,1,1,1
Virginia Commonwealth University,Richmond,VA,1,1,1,1
Virginia Commonwealth University Medical Center,Richmond,VA,0,0,0,0
Viterbo University,LaCrosse,WI,1,0,1,0
Walden University,Minneapolis,MN,1,1,1,1
Walla Walla University,College Place,WA,1,0,0,0
Walsh University,North Canton,OH,1,1,1,1
Warner Pacific University,Portland,OR,1,0,0,0
Washburn University,Topeka,KS,1,1,1,1
Washington Adventist University,Takoma Park,MD,1,1,0,0
Washington State University,Spokane,WA,1,1,1,0
Wayne State University,Detroit,MI,1,1,1,0
Waynesburg University,Waynesburg,PA,1,1,1,0
Wenatchee Valley College,Wenatchee,WA,1,0,0,0
Wesleyan College,Macon,GA,1,0,0,0
West Chester University,West Chester,PA,1,1,1,0
West Coast University,Irvine,CA,1,1,1,1
West Liberty University,West Liberty,WV,1,0,0,0
West Texas A & M University,Canyon,TX,1,1,0,1
West Virginia University,Morgantown,WV,1,1,1,1
West Virginia Wesleyan College,Buckhannon,WV,1,1,1,0
Western Carolina University - Cullowhee,Cullowhee,NC,1,1,0,1
Western Carolina University - Cullowhee,Cullowhee,NC,0,0,0,0
Western Connecticut State University,Danbury,CT,1,1,0,1
Western Governors University,Salt Lake City,UT,1,1,0,0
Western Illinois University,Macomb,IL,1,0,0,0
Western Kentucky University,Bowling Green,KY,1,1,1,1
Western Michigan University,Kalamazoo,MI,1,1,0,0
Western New Mexico University,Silver City,NM,1,0,0,0
Western University of Health Sciences,Pomona,CA,0,1,1,1
Western Washington University,Bellingham,WA,1,0,0,0
Westfield State University,Westfield,MA,1,0,0,0
Westminster College - PA,New Wilmington,PA,1,0,0,0
Westminster College - UT,Salt Lake City,UT,1,1,1,0
Wheeling University,Wheeling,WV,1,1,0,1
Wichita State University,Wichita,KS,1,1,1,0
Widener University,Chester,PA,1,1,1,1
Wilkes University,Wilkes Barre,PA,1,1,1,1
William Carey University,Hattiesburg,MS,1,1,0,0
William Jewell College,Liberty,MO,1,0,0,0
William Paterson University of New Jersey,Wayne,NJ,1,1,1,1
William Peace University,Raleigh,NC,1,0,0,0
William Penn University,Oskaloosa,IA,1,0,0,0
Wilmington University,New Castle,DE,1,1,1,1
Winona State University,Winona,MN,1,1,1,1
Winston-Salem State University,Winston-Salem,NC,1,1,1,1
Wisconsin Lutheran College,Milwaukee,WI,1,0,0,0
Wittenberg University,Springfield,OH,1,0,0,0
Wm. S. Middleton Memorial Veterans Hospital,Madison,WI,0,0,0,0
Worcester State University,Worcester,MA,1,1,0,0
World Mission University,Los Angeles,CA,1,0,0,0
Wright State University,Dayton,OH,1,1,0,0
Xavier University,Cincinnati,OH,1,1,1,1
Yale University,Orange,CT,0,1,1,1
York College of Pennsylvania,York,PA,1,1,0,1
Youngstown State University,Youngstown,OH,1,1,0,1